artifact_path	role	privacy_class	generated_by	source_inputs	sha256	source_git_commit	timestamp_utc	python_version	package_versions
80_semantic_risk_asr/paper/manuscript_draft.md	manuscript draft	paper-facing aggregate documentation	manual manuscript pass	aggregate evidence artifacts	68e983499ad1c114913d924aa66e00743d690ae07e29954806c835d1effd9df1	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
80_semantic_risk_asr/paper/references.bib	bibliography	paper-facing citation metadata	manual citation pass	official source pages and papers	e58196ef16308d5a87477e5a73057e96eea921e7619ebf8bdb2cff423a4bf0f1	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
80_semantic_risk_asr/paper/submission_readiness_package_zh.md	submission readiness package	paper-facing planning documentation	manual readiness pass	aggregate validation summaries	bc98d2f755840234a5a5d526e6ab33cc651dabd732df52b79285ccd3b765b372	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
80_semantic_risk_asr/paper/hostile_reviewer_hardening_checklist_2026_05_26.md	reviewer hardening checklist	paper-facing planning documentation	manual hostile-reviewer pass	aggregate manuscript and validation evidence	9ce9bffc30ee884dcccd4cb06d270dd77fceb83053797257c5d7a7db86121637	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
80_semantic_risk_asr/paper/generate_paper_figures.py	figure generator	aggregate figure-generation code	manual script maintenance	aggregate evidence artifacts	c93d5923c794f8e463a944e6066f217fee5c049b5f5114491b52e7556ca7bd8b	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
80_semantic_risk_asr/paper/build_artifact_manifest.py	artifact manifest generator	aggregate manifest-generation code	manual script maintenance	paper-facing aggregate artifacts	11f812f94fdb082853d5c96abffbfc53b6346416f3212a8d849103806285350e	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
docs/submission_readiness_plan.md	submission readiness scope-control plan	paper-facing governance documentation	manual submission planning pass	aggregate validation summaries	a603a6fee6471c1cebea24c5bdc1a1bc35036b7b1ea5555328cca9c4872cceb6	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
docs/privacy_boundary.md	privacy boundary	paper-facing governance documentation	manual privacy boundary pass	aggregate artifact policy	647d82cbd158a0412cd1c40646a65caee201ba6ce681f951702764e4bb1d13fa	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
docs/intended_use_statement.md	intended use statement	paper-facing governance documentation	manual intended-use pass	aggregate artifact policy	cc02928bcf5e350953b756feb6090b7428c5118f19b0e2aa50a7c24c1e52b40f	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
docs/artifact_privacy_classes.tsv	artifact privacy class registry	aggregate release-control table	manual privacy class pass	aggregate artifact policy	74839296d001ee35fa97c922619f2cc6003e3284db0f33cfd926ee835a0d78c1	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
docs/ceis_method_spec.md	CEIS method specification	paper-facing method documentation	manual method-spec pass	CEIS config and manuscript method text	73cdaeac2ee7e39fbed45fa0cefbce9ebf7f36ba8fdaf47e088f9d394803480c	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
80_semantic_risk_asr/scoring/ceis_config.json	CEIS method configuration	aggregate method configuration	manual method-config pass	CEIS implementation and method spec	8396e62748d2bafe38b6698101b3f94ece76ffe74d2f4bd311ca8dc38ed2055e	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/registry.tsv	experiment registry	aggregate run registry	experiment tracking	repo experiment records	faf3fb6f202cf0425a09770b707e92ed6f1386bcb4ff37412c381e52b26f25e8	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_258_test_split_asr_cds_proxy/asr_cds_proxy_comparison.tsv	main ASR comparison	aggregate metric table	ASR proxy comparison pipeline	258-row split aggregate outputs	d6c0849de6d69e1950d129cecba3d64f704e87a658ef46ef58360d92b816b00e	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/wer_metric_audit_2026_05_25/journal_compliance_summary.json	metric policy audit	aggregate validation summary	metric audit script	WER/CER tokenizer and normalization policy	9a01a2e0928048d38dce97899338af41dfac9bb0552d510b845dfb8176c41b12	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_300_high_stakes_human_audit_selection_2026_05_25/human_audit_selection_summary.json	selected-300 selection provenance	aggregate selection summary	high-stakes selection pipeline	proxy risk and downstream decision aggregate signals	9c613dd3908c254344a64f8c22c96b1505968ca6073737c93be487fb196d365c	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_300_high_stakes_human_audit_selection_2026_05_25/selection_strata.tsv	selection strata	aggregate selection table	high-stakes selection pipeline	selected-300 aggregate strata	9adc38a73c393f1724bfffa8cb29d69cd7cb2f065f8169763bef9849f42f330a	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_300_high_stakes_human_audit_selection_2026_05_25/risk_atom_coverage.tsv	risk atom coverage	aggregate coverage table	high-stakes selection pipeline	selected audit aggregate atom coverage	d77e7993bd7dff65626f3a10bcdffb96a7e8306bfbaf9ed235a8adc5930ea003	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_300_high_stakes_human_audit_selection_2026_05_25/model_signal_coverage.tsv	model signal coverage	aggregate coverage table	high-stakes selection pipeline	selected audit aggregate model signals	10720dc104e8e60e7049dc78a5732974f3f5c4caed40cda49b4a64ecbd070d49	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_300_high_stakes_human_audit_selection_2026_05_25/human_audit_refresh_summary.json	human audit refresh status	aggregate review status	human audit refresh pipeline	review status aggregate outputs	7041ffeef2eb17c4a4f3f7d2c6b836b7680d0edd59d450a408d8d2ed3c28a1d5	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_300_high_stakes_human_audit_selection_2026_05_25/human_audit_predictor_comparison.tsv	human-reviewed predictor evidence	aggregate predictor metric table	human audit predictor comparison	reviewed model-assessment aggregate labels	7262ae77c1bea58bbb7a5f767d6ae42e3ba6c49dec79547f57a0af00e4a4a1c5	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_300_high_stakes_human_audit_selection_2026_05_25/human_audit_predictor_clustered_ci.tsv	human-reviewed predictor row-clustered uncertainty	aggregate predictor uncertainty table	80_semantic_risk_asr/scoring/bootstrap_human_audit_predictor_ci.py	local audit sheet read in controlled mode; aggregate output only	f876f4d3dc61b7848d40a2f488311a9a5d5c98eb6de53f153f1a5191962cfa70	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_300_high_stakes_human_audit_selection_2026_05_25/human_audit_predictor_leave_one_row_out.tsv	human-reviewed predictor leave-one-row-out sensitivity	aggregate predictor sensitivity table	80_semantic_risk_asr/scoring/bootstrap_human_audit_predictor_ci.py	local audit sheet read in controlled mode; aggregate output only	3e551551e3852e4b9d645183c522224a8ffd4d45120296c88970e6ad5280eb00	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_300_high_stakes_recovery_human_reviewed_2026_05_26/policy_comparison.tsv	human-reviewed recovery evidence	aggregate policy replay table	human-reviewed recovery pipeline	reviewed model-assessment aggregate labels	3246d68bdf3f748eaccd0ba2c40e49ec68223f870dafe0d5540899253041d515	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_300_high_stakes_recovery_human_reviewed_2026_05_26/policy_comparison_clustered_ci.tsv	human-reviewed recovery row-clustered uncertainty	aggregate policy uncertainty table	80_semantic_risk_asr/scoring/bootstrap_human_audit_recovery_ci.py	local audit sheet read in controlled mode; aggregate output only	911c0b2b38280eb716f5e50aad7796b3477c6aa94773077e8559745c7234030f	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/janus_300_high_stakes_recovery_human_reviewed_2026_05_26/policy_comparison_leave_one_row_out.tsv	human-reviewed recovery leave-one-row-out sensitivity	aggregate policy sensitivity table	80_semantic_risk_asr/scoring/bootstrap_human_audit_recovery_ci.py	local audit sheet read in controlled mode; aggregate output only	68c50ea4caa683eee8f0955f0922006402a8c1c6a39fd27d8d98e9546ae2a1ad	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/postdoc_evidence_chain_2026_05_25/publishable_evidence_completion_summary.json	publishable evidence gate	aggregate validation summary	publishable evidence audit	evidence-chain aggregate records	65a9b3f04314614e9dac7eaeaa332583eaf14980ca0c6aa36dd1950132815b6a	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/postdoc_evidence_chain_2026_05_25/evidence_chain_consistency_summary.json	evidence-chain consistency gate	aggregate validation summary	evidence-chain consistency audit	evidence-chain aggregate records	9a53aee69e8c7d80a0eb651fd310ee32aaf4b2407f0e9617da4e364eb103d202	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/postdoc_evidence_chain_2026_05_25/claim_registry.tsv	claim registry	aggregate claim-to-evidence table	manual claim registry pass	aggregate evidence artifacts	204fd4d5b865407e3f78e6e254e93861e2cb35f0029afda239facca7d07b67d7	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
70_experiments/runs/postdoc_evidence_chain_2026_05_25/ceis_method_summary.tsv	CEIS method summary	aggregate method summary	manual method-summary pass	CEIS method spec and config	801f941ff6904fc8419550680dd455e4819c30369cae0a0bcb88315a2d6fac87	b74b9fa82d4508bb5832cea4b5a29e6fc7b77169	2026-05-26T15:31:30+00:00	3.12.3	jiwer=unavailable;opencc=unavailable;jieba=unavailable;transformers=unavailable;torch=unavailable;numpy=unavailable
